Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Population density (people per sq. km of land area),EN.POP.DNST,Austria,AUT,96.3194134755211,96.4495516238488,96.5589069316529,96.6649175957344,96.8531749878817,97.0863548230732,97.4587130392632,97.9393722733883,98.4176320891905,99.0301260300533,99.7070891904993,100.201660203587,100.526987396995,100.842171594765,101.106677169171,101.350024236549,101.692232186137,102.156943771207,102.760821619001,103.567086766844,104.734597673291,105.873339796413,106.61131846825,107.131858943286,107.609306834707,108.057004362579
Population density (people per sq. km of land area),EN.POP.DNST,Azerbaijan,AZE,92.3471165747383,93.2862275736929,94.1904899239338,95.2317912675107,96.5207665800133,97.434779976999,98.1937920681807,98.9124645960929,99.6237235638581,100.475372556609,101.522501814662,102.672531674674,103.853368672016,106.059762547351,108.291290455327,109.542344173442,110.976336228798,112.460790244138,113.923480806688,115.348813858679,116.731076781631,118.033288980283,119.208741622511,120.25759188908,121.280071139933,122.124736829369
Population density (people per sq. km of land area),EN.POP.DNST,"Bahamas, The",BHS,30.115984015984,30.5962037962038,31.0593406593407,31.5052947052947,31.9294705294705,32.3511488511488,32.7508491508491,33.1282717282717,33.5282717282717,33.9442557442557,34.355044955045,34.8026973026973,35.2981018981019,35.7762237762238,36.2447552447552,36.7110889110889,37.1357642357642,37.5093906093906,37.8574425574426,38.1916083916084,38.4961038961039,38.7667332667333,39.0094905094905,39.2324675324675,39.4280719280719,39.5467532467532
Population density (people per sq. km of land area),EN.POP.DNST,Bahrain,BHR,787.153521126761,808.157746478873,829.739436619718,851.89014084507,874.632394366197,898.002816901408,931.430985915493,1000.77887323944,1061.82916666667,1128.41232876712,1201.11081081081,1297.87027027027,1385.72666666667,1451.96842105263,1550.54605263158,1612.26115485564,1558.0443285528,1570.08311688312,1627.52077922078,1705.00907911803,1761.33933161954,1827.63286264442,1924.50769230769,1931.99357326478,1902.25128205128,1875.41910828025
Population density (people per sq. km of land area),EN.POP.DNST,Bangladesh,BGD,941.848121687025,959.223930245064,977.168848428978,995.792671122378,1014.88872243989,1033.6045478989,1050.97802873166,1067.32471383575,1082.97112237843,1097.8171314435,1111.74453407083,1124.7289928555,1136.89235614965,1148.30040715987,1159.05134823692,1169.25544288238,1179.92683413997,1191.28909118845,1202.52086502266,1213.52791733886,1224.42328493508,1235.3993393255,1245.95641852962,1256.22726434662,1266.90523930245,1277.54493354844
Population density (people per sq. km of land area),EN.POP.DNST,Barbados,BRB,609.393023255814,609.962790697674,610.213953488372,610.316279069767,610.504651162791,609.448837209302,610.290697674419,614.297674418605,618.083720930233,621.623255813954,624.897674418605,627.911627906977,630.902325581395,634.218604651163,637.495348837209,640.1,642.183720930233,644.041860465116,645.732558139535,647.320930232558,648.813953488372,650.227906976744,651.560465116279,652.816279069767,653.96976744186,655.111627906977
Population density (people per sq. km of land area),EN.POP.DNST,Belarus,BLR,50.2485902162983,50.083158330622,49.8751965689778,49.6574109225012,49.4329775433234,49.1974779144976,48.9467226045631,48.6397310049352,48.3012483606638,47.9754751867465,47.6446879945571,47.3372826558372,47.1212709646576,46.9585563473992,46.8441433626748,46.7409685463919,46.6297521068454,46.5593029044007,46.5393725235082,46.5506003261518,46.611337189252,46.6499448243246,46.5987595325832,46.5010592176569,46.4107506220284,46.211212927382
Population density (people per sq. km of land area),EN.POP.DNST,Belgium,BEL,..,..,..,..,..,337.957010516599,339.121418916691,340.64500708799,342.074077737118,343.557742392774,345.452708271519,347.738700425279,350.301651666502,353.079912966077,355.932252002769,359.199090099891,363.902812118814,366.166617215574,367.896581281113,369.533412455082,371.680875614018,373.567467774371,375.009329772855,374.74351490506,376.761985964452,378.38932248967
Population density (people per sq. km of land area),EN.POP.DNST,Belize,BLZ,8.94984655852696,9.22007891275756,9.5329241560719,9.87167908811925,10.2174046470846,10.5567295046032,10.889039894783,11.2235423060061,11.5642262165717,11.9109162647961,12.2635247698378,12.6206926786497,12.9811486190267,13.3433143358176,13.7051293292416,14.0396755808856,14.3488820692679,14.6608505041648,14.977071459886,15.2969311705392,15.6217886891714,15.9888206926786,16.3613327487944,16.6692678649715,16.9149057430951,17.1333625602806
Population density (people per sq. km of land area),EN.POP.DNST,Benin,BEN,55.2214703795672,56.6855090457609,58.3838683930472,60.2118570415041,62.1037424618659,64.0441557289819,66.0304717985101,68.0686945725434,70.1762149698475,72.3580525008868,74.7263568641362,77.0950869102519,79.4073164242639,81.8416637105357,84.3333008158922,86.8879389854558,89.5142160340546,92.2105090457609,94.9701489890032,97.8184107839659,100.750984391628,103.741060659808,106.773501241575,109.820388435615,112.865865555161,115.911395885066
Population density (people per sq. km of land area),EN.POP.DNST,Bermuda,BMU,1102.33333333333,1107.64814814815,1114.38888888889,1122.94444444444,1131.92592592593,1139.81481481481,1145.68518518519,1150.77777777778,1155.2962962963,1158.42592592593,1161.31481481481,1163.59259259259,1166.85185185185,1172.22222222222,1177.12962962963,1180.09259259259,1180.24074074074,1178.62962962963,1177.2962962963,1176.46296296296,1175.25925925926,1174.98148148148,1177.37037037037,1182.05555555556,1187.16666666667,1192.25925925926
Population density (people per sq. km of land area),EN.POP.DNST,Bhutan,BTN,13.768567839196,13.7885427135678,14.0376130653266,14.3074120603015,14.6376633165829,14.9965577889447,15.3465829145729,15.6886683417085,16.0216834170854,17.0670304588504,17.3640370438387,17.5984206522024,17.8041556260986,18.0064275782459,18.2067843744261,18.407324815699,18.6105149933101,18.8178240680012,19.0275467639111,19.2339113781252,19.4301230422121,19.6063863255034,19.7759804949664,19.920267435763,20.0530676455165,20.1889355007866
Population density (people per sq. km of land area),EN.POP.DNST,Bolivia,BOL,7.26915535862642,7.40490722791471,7.53983199483061,7.67413828117788,7.80929197821471,7.94454537062679,8.07969722145297,8.21596510661866,8.35474937690391,8.49652635465707,8.64096187575002,8.78952183144097,8.94116126650051,9.09337948859965,9.24607680236315,9.39937690390474,9.55315148158405,9.7071974522293,9.86117234376442,10.0146662974245,10.1677328533186,10.3203360103388,10.4722486845749,10.6234357980246,10.7739185821102,10.9076885442629
Population density (people per sq. km of land area),EN.POP.DNST,Bosnia and Herzegovina,BIH,72.569609375,75.6883984375,78.48099609375,79.870234375,80.67001953125,81.24552734375,81.6296484375,81.7969140625,81.61177734375,80.87865234375,80.00962890625,79.36078125,78.3871875,77.10046875,75.7772265625,74.4428125,73.0819921875,71.68189453125,70.52458984375,69.62556640625,68.72150390625,67.83208984375,66.9664453125,66.15234375,65.34244140625,64.44041015625
Population density (people per sq. km of land area),EN.POP.DNST,Botswana,BWA,2.64470912074533,2.71013357330651,2.7732624000847,2.83538722142819,2.89731794681771,2.95975508619625,3.02128703262577,3.07864944506202,3.13330157217723,3.18872478958234,3.24647892294391,3.30759973885272,3.37233073950558,3.44073897623207,3.51255977273128,3.58744199177739,3.65877049035696,3.72067298360771,3.77725195419335,3.83259047518219,3.88769431651757,3.94328163322923,3.99969473999965,4.05685423393856,4.11498067863004,4.17464048135797
Population density (people per sq. km of land area),EN.POP.DNST,Brazil,BRA,19.3506058764271,19.6458241905496,19.9400415642715,20.2389114085191,20.5358540297243,20.8202162203552,21.0933536648106,21.3568430296693,21.610392742883,21.8559563491399,22.0967943824822,22.3318951345634,22.5591243984906,22.7762758221327,22.9811837322658,23.175243415401,23.3646162902273,23.555014752086,23.7467066835444,23.93895376244,24.1292359304821,24.3137963709629,24.4915070817191,24.659465024515,24.8207686159839,24.9649852718428
Population density (people per sq. km of land area),EN.POP.DNST,British Virgin Islands,VGB,118.933333333333,121.913333333333,125.04,128.253333333333,131.533333333333,134.94,138.64,142.866666666667,147.56,152.54,157.766666666667,163.286666666667,169.106666666667,175.253333333333,181.453333333333,184.5,191.4,202.3,211.353333333333,219.746666666667,229.986666666667,225.853333333333,217.993333333333,231.046666666667,242.633333333333,247.566666666667
