iso_o,TIME_PERIOD,internet
RUS,2019,82.6
RUS,2020,85.0
SAU,1999,0.49
SAU,2000,2.21
SAU,2001,4.68
SAU,2002,6.38
SAU,2003,8.0
SAU,2004,10.2
SAU,2005,12.7
SAU,2006,19.5
SAU,2007,30.0
SAU,2008,36.0
SAU,2009,38.0
SAU,2010,41.0
SAU,2011,47.5
SAU,2012,54.0
SAU,2013,60.5
SAU,2014,64.7
SAU,2015,69.6
SAU,2016,74.9
SAU,2017,94.2
SAU,2018,93.3
SAU,2019,95.7
SAU,2020,97.9
SEN,1999,0.31
SEN,2000,0.4
SEN,2001,0.98
SEN,2002,1.01
SEN,2003,2.1
SEN,2004,4.39
SEN,2005,4.79
SEN,2006,5.61
SEN,2007,6.89
SEN,2008,7.12
SEN,2009,7.5
SEN,2010,8.0
SEN,2011,9.8
SEN,2012,10.8
SEN,2013,13.1
SEN,2014,17.7
SEN,2015,21.7
SEN,2016,25.7
SEN,2017,29.6
SEN,2018,35.3
SEN,2019,43.4
SEN,2020,53.3
SGP,1999,24.2
SGP,2000,36.0
SGP,2001,41.7
SGP,2002,47.0
SGP,2003,53.8
SGP,2004,62.0
SGP,2005,61.0
SGP,2006,59.0
SGP,2007,69.9
SGP,2008,69.0
SGP,2009,69.0
SGP,2010,71.0
SGP,2011,71.0
SGP,2012,72.0
SGP,2013,80.9
SGP,2014,79.0
SGP,2015,79.0
SGP,2016,84.5
SGP,2017,84.5
SGP,2018,88.2
SGP,2019,88.9
SGP,2020,92.0
SVK,1999,5.44
SVK,2000,9.43
SVK,2001,12.5
SVK,2002,40.1
SVK,2003,43.0
SVK,2004,52.9
SVK,2005,55.2
SVK,2006,56.1
SVK,2007,61.8
SVK,2008,66.1
SVK,2009,70.0
SVK,2010,75.7
SVK,2011,74.4
SVK,2012,76.7
SVK,2013,77.9
SVK,2014,80.0
SVK,2015,77.6
SVK,2016,80.5
SVK,2017,81.6
SVK,2018,80.4
SVK,2019,82.9
SVK,2020,89.9
SVN,1999,12.6
SVN,2000,15.1
SVN,2001,30.2
SVN,2002,27.8
SVN,2003,31.9
SVN,2004,40.8
SVN,2005,46.8
SVN,2006,54.0
SVN,2007,56.7
SVN,2008,58.0
SVN,2009,64.0
SVN,2010,70.0
SVN,2011,67.3
SVN,2012,68.4
SVN,2013,72.7
SVN,2014,71.6
SVN,2015,73.1
SVN,2016,75.5
SVN,2017,78.9
SVN,2018,79.8
SVN,2019,83.1
SVN,2020,86.6
ZAF,1999,4.12
ZAF,2000,5.35
ZAF,2001,6.35
ZAF,2002,6.71
ZAF,2003,7.01
ZAF,2004,8.43
ZAF,2005,7.49
ZAF,2006,7.61
ZAF,2007,8.07
ZAF,2008,8.43
ZAF,2009,10.0
ZAF,2010,24.0
ZAF,2011,34.0
ZAF,2012,41.0
ZAF,2013,46.5
ZAF,2014,49.0
ZAF,2015,51.9
ZAF,2016,54.0
ZAF,2017,56.2
ZAF,2018,62.4
ZAF,2019,69.7
ZAF,2020,72.1
ESP,1999,7.09
ESP,2000,13.6
ESP,2001,18.1
ESP,2002,20.4
ESP,2003,39.9
ESP,2004,44.0
ESP,2005,47.9
ESP,2006,50.4
ESP,2007,55.1
ESP,2008,59.6
ESP,2009,62.4
ESP,2010,65.8
ESP,2011,67.1
ESP,2012,69.8
ESP,2013,71.6
ESP,2014,76.2
ESP,2015,78.7
ESP,2016,80.6
ESP,2017,84.6
ESP,2018,86.1
ESP,2019,90.7
ESP,2020,93.2
SWE,1999,41.4
SWE,2000,45.7
SWE,2001,51.8
SWE,2002,70.6
SWE,2003,79.1
SWE,2004,83.9
SWE,2005,84.8
SWE,2006,87.8
SWE,2007,82.0
SWE,2008,90.0
SWE,2009,91.0
SWE,2010,90.0
SWE,2011,92.8
SWE,2012,93.2
SWE,2013,94.8
SWE,2014,92.5
SWE,2015,90.6
SWE,2016,89.7
SWE,2017,93.0
SWE,2018,89.2
SWE,2019,94.5
SWE,2020,94.5
CHE,1999,34.0
CHE,2000,47.1
CHE,2001,55.1
CHE,2002,61.4
CHE,2003,65.1
CHE,2004,67.8
CHE,2005,70.1
CHE,2006,75.7
CHE,2007,77.2
CHE,2008,79.2
CHE,2009,81.3
CHE,2010,83.9
CHE,2011,85.2
CHE,2012,85.2
CHE,2013,86.3
CHE,2014,83.6
CHE,2015,87.5
CHE,2016,89.1
CHE,2017,89.7
CHE,2018,91.8
CHE,2019,93.1
CHE,2020,94.3
THA,1999,2.43
THA,2000,3.69
THA,2001,5.56
THA,2002,7.53
THA,2003,9.3
THA,2004,10.7
THA,2005,15.0
THA,2006,17.2
THA,2007,20.0
THA,2008,18.2
THA,2009,20.1
THA,2010,22.4
THA,2011,23.7
THA,2012,26.5
THA,2013,28.9
THA,2014,34.9
THA,2015,39.3
THA,2016,47.5
THA,2017,52.9
THA,2018,56.8
THA,2019,66.7
THA,2020,77.8
TUN,1999,1.6
TUN,2000,2.75
TUN,2001,4.3
TUN,2002,5.25
TUN,2003,6.49
TUN,2004,8.53
TUN,2005,9.66
TUN,2006,13.0
TUN,2007,17.1
TUN,2008,27.5
TUN,2009,34.1
TUN,2010,36.8
TUN,2011,39.1
TUN,2012,41.4
TUN,2013,43.8
TUN,2014,46.2
TUN,2015,46.5
TUN,2016,49.6
TUN,2017,55.5
TUN,2018,64.2
TUN,2019,66.7
TUN,2020,68.6
TUR,1999,2.29
TUR,2000,3.76
TUR,2001,5.19
TUR,2002,11.4
TUR,2003,12.3
TUR,2004,14.6
TUR,2005,15.5
TUR,2006,18.2
TUR,2007,28.6
TUR,2008,34.4
TUR,2009,36.4
TUR,2010,39.8
TUR,2011,43.1
TUR,2012,45.1
TUR,2013,46.3
TUR,2014,51.0
TUR,2015,53.7
TUR,2016,58.3
TUR,2017,64.7
TUR,2018,71.0
TUR,2019,74.0
TUR,2020,77.7
UKR,1999,0.4
UKR,2000,0.72
UKR,2001,1.24
UKR,2002,1.87
UKR,2003,3.15
UKR,2004,3.49
UKR,2005,3.75
UKR,2006,4.51
UKR,2007,6.55
UKR,2008,11.0
UKR,2009,17.9
UKR,2010,23.3
UKR,2011,28.7
UKR,2012,35.3
UKR,2013,41.0
UKR,2014,46.2
UKR,2015,48.9
UKR,2016,53.0
UKR,2017,58.9
UKR,2018,62.6
UKR,2019,70.1
UKR,2020,75.0
GBR,1999,21.3
GBR,2000,26.8
GBR,2001,33.5
GBR,2002,56.5
GBR,2003,64.8
GBR,2004,65.6
GBR,2005,70.0
GBR,2006,68.8
GBR,2007,75.1
GBR,2008,78.4
GBR,2009,83.6
GBR,2010,85.0
GBR,2011,85.4
GBR,2012,87.5
GBR,2013,89.8
GBR,2014,91.6
GBR,2015,92.0
GBR,2016,94.8
GBR,2017,90.4
GBR,2018,90.7
GBR,2019,92.5
GBR,2020,94.8
USA,1999,35.8
USA,2000,43.1
USA,2001,49.1
USA,2002,58.8
USA,2003,61.7
USA,2004,64.8
USA,2005,68.0
USA,2006,68.9
USA,2007,75.0
USA,2008,74.0
USA,2009,71.0
USA,2010,71.7
USA,2011,69.7
USA,2012,74.7
USA,2013,71.4
USA,2014,73.0
USA,2015,74.6
USA,2016,85.5
USA,2017,87.3
USA,2018,88.5
USA,2019,89.4
USA,2020,90.3
VNM,1999,0.13
VNM,2000,0.25
VNM,2001,1.27
VNM,2002,1.86
VNM,2003,3.78
VNM,2004,7.64
VNM,2005,12.7
VNM,2006,17.3
VNM,2007,20.8
VNM,2008,23.9
VNM,2009,26.6
VNM,2010,30.7
VNM,2011,35.1
VNM,2012,36.8
VNM,2013,38.5
VNM,2014,41.0
VNM,2015,45.0
VNM,2016,53.0
VNM,2017,58.1
VNM,2018,69.8
VNM,2019,68.7
VNM,2020,70.3
