iso_o,iso_d,TIME_PERIOD,rta
SVK,KHM,2001,0
SVK,KHM,2002,0
SVK,KHM,2003,0
SVK,KHM,2004,0
SVK,KHM,2005,0
SVK,KHM,2006,0
SVK,KHM,2007,0
SVK,KHM,2008,0
SVK,KHM,2009,0
SVK,KHM,2010,0
SVK,KHM,2011,0
SVK,KHM,2012,0
SVK,KHM,2013,0
SVK,KHM,2014,0
SVK,KHM,2015,0
SVK,KHM,2016,0
SVK,KHM,2017,0
SVK,KHM,2018,0
SVK,KHM,2019,0
SVK,KHM,2020,0
SVK,KOR,2000,0
SVK,KOR,2001,0
SVK,KOR,2002,0
SVK,KOR,2003,0
SVK,KOR,2004,0
SVK,KOR,2005,0
SVK,KOR,2006,0
SVK,KOR,2007,0
SVK,KOR,2008,0
SVK,KOR,2009,0
SVK,KOR,2010,0
SVK,KOR,2011,1
SVK,KOR,2012,1
SVK,KOR,2013,1
SVK,KOR,2014,1
SVK,KOR,2015,1
SVK,KOR,2016,1
SVK,KOR,2017,1
SVK,KOR,2018,1
SVK,KOR,2019,1
SVK,KOR,2020,1
SVK,LAO,2000,0
SVK,LAO,2001,0
SVK,LAO,2002,0
SVK,LAO,2003,0
SVK,LAO,2004,0
SVK,LAO,2005,0
SVK,LAO,2006,0
SVK,LAO,2007,0
SVK,LAO,2008,0
SVK,LAO,2009,0
SVK,LAO,2010,0
SVK,LAO,2011,0
SVK,LAO,2012,0
SVK,LAO,2013,0
SVK,LAO,2014,0
SVK,LAO,2015,0
SVK,LAO,2016,0
SVK,LAO,2017,0
SVK,LAO,2018,0
SVK,LAO,2019,0
SVK,LAO,2020,0
SVK,LTU,2000,1
SVK,LTU,2001,1
SVK,LTU,2002,1
SVK,LTU,2003,1
SVK,LTU,2004,1
SVK,LTU,2005,1
SVK,LTU,2006,1
SVK,LTU,2007,1
SVK,LTU,2008,1
SVK,LTU,2009,1
SVK,LTU,2010,1
SVK,LTU,2011,1
SVK,LTU,2012,1
SVK,LTU,2013,1
SVK,LTU,2014,1
SVK,LTU,2015,1
SVK,LTU,2016,1
SVK,LTU,2017,1
SVK,LTU,2018,1
SVK,LTU,2019,1
SVK,LTU,2020,1
SVK,LUX,2000,1
SVK,LUX,2001,1
SVK,LUX,2002,1
SVK,LUX,2003,1
SVK,LUX,2004,1
SVK,LUX,2005,1
SVK,LUX,2006,1
SVK,LUX,2007,1
SVK,LUX,2008,1
SVK,LUX,2009,1
SVK,LUX,2010,1
SVK,LUX,2011,1
SVK,LUX,2012,1
SVK,LUX,2013,1
SVK,LUX,2014,1
SVK,LUX,2015,1
SVK,LUX,2016,1
SVK,LUX,2017,1
SVK,LUX,2018,1
SVK,LUX,2019,1
SVK,LUX,2020,1
SVK,LVA,2000,1
SVK,LVA,2001,1
SVK,LVA,2002,1
SVK,LVA,2003,1
SVK,LVA,2004,1
SVK,LVA,2005,1
SVK,LVA,2006,1
SVK,LVA,2007,1
SVK,LVA,2008,1
SVK,LVA,2009,1
SVK,LVA,2010,1
SVK,LVA,2011,1
SVK,LVA,2012,1
SVK,LVA,2013,1
SVK,LVA,2014,1
SVK,LVA,2015,1
SVK,LVA,2016,1
SVK,LVA,2017,1
SVK,LVA,2018,1
SVK,LVA,2019,1
SVK,LVA,2020,1
SVK,MAR,2000,0
SVK,MAR,2001,0
SVK,MAR,2002,0
SVK,MAR,2003,0
SVK,MAR,2004,1
SVK,MAR,2005,1
SVK,MAR,2006,1
SVK,MAR,2007,1
SVK,MAR,2008,1
SVK,MAR,2009,1
SVK,MAR,2010,1
SVK,MAR,2011,1
SVK,MAR,2012,1
SVK,MAR,2013,1
SVK,MAR,2014,1
SVK,MAR,2015,1
SVK,MAR,2016,1
SVK,MAR,2017,1
SVK,MAR,2018,1
SVK,MAR,2019,1
SVK,MAR,2020,1
SVK,MEX,2000,0
SVK,MEX,2001,0
SVK,MEX,2002,0
SVK,MEX,2003,0
SVK,MEX,2004,1
SVK,MEX,2005,1
SVK,MEX,2006,1
SVK,MEX,2007,1
SVK,MEX,2008,1
SVK,MEX,2009,1
SVK,MEX,2010,1
SVK,MEX,2011,1
SVK,MEX,2012,1
SVK,MEX,2013,1
SVK,MEX,2014,1
SVK,MEX,2015,1
SVK,MEX,2016,1
SVK,MEX,2017,1
SVK,MEX,2018,1
SVK,MEX,2019,1
SVK,MEX,2020,1
SVK,MLT,2000,0
SVK,MLT,2001,0
SVK,MLT,2002,0
SVK,MLT,2003,0
SVK,MLT,2004,1
SVK,MLT,2005,1
SVK,MLT,2006,1
SVK,MLT,2007,1
SVK,MLT,2008,1
SVK,MLT,2009,1
SVK,MLT,2010,1
SVK,MLT,2011,1
SVK,MLT,2012,1
SVK,MLT,2013,1
SVK,MLT,2014,1
SVK,MLT,2015,1
SVK,MLT,2016,1
SVK,MLT,2017,1
SVK,MLT,2018,1
SVK,MLT,2019,1
SVK,MLT,2020,1
SVK,MMR,2000,0
SVK,MMR,2001,0
SVK,MMR,2002,0
SVK,MMR,2003,0
SVK,MMR,2004,0
SVK,MMR,2005,0
SVK,MMR,2006,0
SVK,MMR,2007,0
SVK,MMR,2008,0
SVK,MMR,2009,0
SVK,MMR,2010,0
SVK,MMR,2011,0
SVK,MMR,2012,0
SVK,MMR,2013,0
SVK,MMR,2014,0
SVK,MMR,2015,0
SVK,MMR,2016,0
SVK,MMR,2017,0
SVK,MMR,2018,0
SVK,MMR,2019,0
SVK,MMR,2020,0
SVK,MYS,2000,0
SVK,MYS,2001,0
SVK,MYS,2002,0
SVK,MYS,2003,0
SVK,MYS,2004,0
SVK,MYS,2005,0
SVK,MYS,2006,0
SVK,MYS,2007,0
SVK,MYS,2008,0
SVK,MYS,2009,0
SVK,MYS,2010,0
SVK,MYS,2011,0
SVK,MYS,2012,0
SVK,MYS,2013,0
SVK,MYS,2014,0
SVK,MYS,2015,0
SVK,MYS,2016,0
SVK,MYS,2017,0
SVK,MYS,2018,0
SVK,MYS,2019,0
SVK,MYS,2020,0
SVK,NGA,2000,0
SVK,NGA,2001,0
SVK,NGA,2002,0
SVK,NGA,2003,0
SVK,NGA,2004,0
SVK,NGA,2005,0
SVK,NGA,2006,0
SVK,NGA,2007,0
SVK,NGA,2008,0
SVK,NGA,2009,0
SVK,NGA,2010,0
SVK,NGA,2011,0
SVK,NGA,2012,0
SVK,NGA,2013,0
SVK,NGA,2014,0
SVK,NGA,2015,0
SVK,NGA,2016,0
SVK,NGA,2017,0
SVK,NGA,2018,0
SVK,NGA,2019,0
SVK,NGA,2020,0
SVK,NLD,2000,1
SVK,NLD,2001,1
SVK,NLD,2002,1
SVK,NLD,2003,1
SVK,NLD,2004,1
SVK,NLD,2005,1
SVK,NLD,2006,1
SVK,NLD,2007,1
SVK,NLD,2008,1
SVK,NLD,2009,1
SVK,NLD,2010,1
SVK,NLD,2011,1
SVK,NLD,2012,1
SVK,NLD,2013,1
SVK,NLD,2014,1
SVK,NLD,2015,1
SVK,NLD,2016,1
SVK,NLD,2017,1
SVK,NLD,2018,1
SVK,NLD,2019,1
SVK,NLD,2020,1
SVK,NOR,2000,1
SVK,NOR,2001,1
SVK,NOR,2002,1
SVK,NOR,2003,1
SVK,NOR,2004,1
SVK,NOR,2005,1
SVK,NOR,2006,1
SVK,NOR,2007,1
SVK,NOR,2008,1
SVK,NOR,2009,1
SVK,NOR,2010,1
SVK,NOR,2011,1
SVK,NOR,2012,1
SVK,NOR,2013,1
SVK,NOR,2014,1
SVK,NOR,2015,1
SVK,NOR,2016,1
SVK,NOR,2017,1
SVK,NOR,2018,1
SVK,NOR,2019,1
SVK,NOR,2020,1
SVK,NZL,2000,0
SVK,NZL,2001,0
SVK,NZL,2002,0
SVK,NZL,2003,0
SVK,NZL,2004,0
SVK,NZL,2005,0
SVK,NZL,2006,0
SVK,NZL,2007,0
SVK,NZL,2008,0
SVK,NZL,2009,0
SVK,NZL,2010,0
SVK,NZL,2011,0
SVK,NZL,2012,0
SVK,NZL,2013,0
SVK,NZL,2014,0
SVK,NZL,2015,0
SVK,NZL,2016,0
SVK,NZL,2017,0
SVK,NZL,2018,0
SVK,NZL,2019,0
SVK,NZL,2020,0
SVK,PAK,2000,0
SVK,PAK,2001,0
SVK,PAK,2002,0
SVK,PAK,2003,0
SVK,PAK,2004,0
SVK,PAK,2005,0
SVK,PAK,2006,0
SVK,PAK,2007,0
SVK,PAK,2008,0
SVK,PAK,2009,0
SVK,PAK,2010,0
SVK,PAK,2011,0
SVK,PAK,2012,0
SVK,PAK,2013,0
SVK,PAK,2014,0
SVK,PAK,2015,0
SVK,PAK,2016,0
SVK,PAK,2017,0
SVK,PAK,2018,0
SVK,PAK,2019,0
SVK,PAK,2020,0
SVK,PER,2000,0
SVK,PER,2001,0
SVK,PER,2002,0
SVK,PER,2003,0
SVK,PER,2004,0
SVK,PER,2005,0
SVK,PER,2006,0
SVK,PER,2007,0
SVK,PER,2008,0
SVK,PER,2009,0
SVK,PER,2010,0
SVK,PER,2011,0
SVK,PER,2012,0
SVK,PER,2013,1
SVK,PER,2014,1
SVK,PER,2015,1
SVK,PER,2016,1
SVK,PER,2017,1
SVK,PER,2018,1
SVK,PER,2019,1
SVK,PER,2020,1
SVK,PHL,2000,0
SVK,PHL,2001,0
SVK,PHL,2002,0
SVK,PHL,2003,0
SVK,PHL,2004,0
SVK,PHL,2005,0
SVK,PHL,2006,0
SVK,PHL,2007,0
SVK,PHL,2008,0
SVK,PHL,2009,0
SVK,PHL,2010,0
SVK,PHL,2011,0
SVK,PHL,2012,0
SVK,PHL,2013,0
SVK,PHL,2014,0
SVK,PHL,2015,0
SVK,PHL,2016,0
SVK,PHL,2017,0
SVK,PHL,2018,0
SVK,PHL,2019,0
SVK,PHL,2020,0
SVK,POL,2000,1
SVK,POL,2001,1
SVK,POL,2002,1
SVK,POL,2003,1
SVK,POL,2004,1
SVK,POL,2005,1
SVK,POL,2006,1
SVK,POL,2007,1
SVK,POL,2008,1
SVK,POL,2009,1
SVK,POL,2010,1
SVK,POL,2011,1
SVK,POL,2012,1
SVK,POL,2013,1
SVK,POL,2014,1
SVK,POL,2015,1
SVK,POL,2016,1
SVK,POL,2017,1
SVK,POL,2018,1
SVK,POL,2019,1
SVK,POL,2020,1
SVK,PRT,2000,1
SVK,PRT,2001,1
SVK,PRT,2002,1
SVK,PRT,2003,1
SVK,PRT,2004,1
SVK,PRT,2005,1
SVK,PRT,2006,1
SVK,PRT,2007,1
SVK,PRT,2008,1
SVK,PRT,2009,1
SVK,PRT,2010,1
SVK,PRT,2011,1
SVK,PRT,2012,1
SVK,PRT,2013,1
SVK,PRT,2014,1
SVK,PRT,2015,1
SVK,PRT,2016,1
SVK,PRT,2017,1
SVK,PRT,2018,1
SVK,PRT,2019,1
SVK,PRT,2020,1
SVK,RUS,2000,0
SVK,RUS,2001,0
SVK,RUS,2002,0
SVK,RUS,2003,0
SVK,RUS,2004,0
SVK,RUS,2005,0
SVK,RUS,2006,0
SVK,RUS,2007,0
SVK,RUS,2008,0
SVK,RUS,2009,0
SVK,RUS,2010,0
SVK,RUS,2011,0
SVK,RUS,2012,0
SVK,RUS,2013,0
SVK,RUS,2014,0
SVK,RUS,2015,0
SVK,RUS,2016,0
SVK,RUS,2017,0
SVK,RUS,2018,0
SVK,RUS,2019,0
SVK,RUS,2020,0
SVK,SAU,2000,0
SVK,SAU,2001,0
SVK,SAU,2002,0
SVK,SAU,2003,0
SVK,SAU,2004,0
SVK,SAU,2005,0
SVK,SAU,2006,0
SVK,SAU,2007,0
SVK,SAU,2008,0
SVK,SAU,2009,0
SVK,SAU,2010,0
SVK,SAU,2011,0
SVK,SAU,2012,0
SVK,SAU,2013,0
SVK,SAU,2014,0
SVK,SAU,2015,0
SVK,SAU,2016,0
SVK,SAU,2017,0
SVK,SAU,2018,0
SVK,SAU,2019,0
SVK,SAU,2020,0
SVK,SEN,2000,0
SVK,SEN,2001,0
SVK,SEN,2002,0
SVK,SEN,2003,0
SVK,SEN,2004,0
SVK,SEN,2005,0
SVK,SEN,2006,0
SVK,SEN,2007,0
SVK,SEN,2008,0
SVK,SEN,2009,0
SVK,SEN,2010,0
SVK,SEN,2011,0
SVK,SEN,2012,0
SVK,SEN,2013,0
SVK,SEN,2014,0
SVK,SEN,2015,0
SVK,SEN,2016,0
SVK,SEN,2017,0
SVK,SEN,2018,0
SVK,SEN,2019,0
SVK,SEN,2020,0
SVK,SGP,2000,0
SVK,SGP,2001,0
SVK,SGP,2002,0
SVK,SGP,2003,0
SVK,SGP,2004,0
SVK,SGP,2005,0
SVK,SGP,2006,0
SVK,SGP,2007,0
SVK,SGP,2008,0
SVK,SGP,2009,0
SVK,SGP,2010,0
SVK,SGP,2011,0
SVK,SGP,2012,0
SVK,SGP,2013,0
SVK,SGP,2014,0
SVK,SGP,2015,0
SVK,SGP,2016,0
SVK,SGP,2017,0
SVK,SGP,2018,0
SVK,SGP,2019,1
SVK,SGP,2020,1
SVK,SVN,2000,1
SVK,SVN,2001,1
SVK,SVN,2002,1
SVK,SVN,2003,1
SVK,SVN,2004,1
SVK,SVN,2005,1
SVK,SVN,2006,1
SVK,SVN,2007,1
SVK,SVN,2008,1
SVK,SVN,2009,1
SVK,SVN,2010,1
SVK,SVN,2011,1
SVK,SVN,2012,1
SVK,SVN,2013,1
SVK,SVN,2014,1
SVK,SVN,2015,1
SVK,SVN,2016,1
SVK,SVN,2017,1
SVK,SVN,2018,1
SVK,SVN,2019,1
SVK,SVN,2020,1
SVK,SWE,2000,1
SVK,SWE,2001,1
SVK,SWE,2002,1
SVK,SWE,2003,1
SVK,SWE,2004,1
SVK,SWE,2005,1
SVK,SWE,2006,1
SVK,SWE,2007,1
SVK,SWE,2008,1
SVK,SWE,2009,1
SVK,SWE,2010,1
SVK,SWE,2011,1
SVK,SWE,2012,1
SVK,SWE,2013,1
SVK,SWE,2014,1
SVK,SWE,2015,1
SVK,SWE,2016,1
SVK,SWE,2017,1
SVK,SWE,2018,1
SVK,SWE,2019,1
SVK,SWE,2020,1
SVK,THA,2000,0
SVK,THA,2001,0
SVK,THA,2002,0
SVK,THA,2003,0
SVK,THA,2004,0
SVK,THA,2005,0
SVK,THA,2006,0
SVK,THA,2007,0
SVK,THA,2008,0
SVK,THA,2009,0
SVK,THA,2010,0
SVK,THA,2011,0
SVK,THA,2012,0
SVK,THA,2013,0
SVK,THA,2014,0
SVK,THA,2015,0
SVK,THA,2016,0
SVK,THA,2017,0
SVK,THA,2018,0
SVK,THA,2019,0
SVK,THA,2020,0
SVK,TUN,2000,0
SVK,TUN,2001,0
SVK,TUN,2002,0
SVK,TUN,2003,0
SVK,TUN,2004,1
SVK,TUN,2005,1
SVK,TUN,2006,1
SVK,TUN,2007,1
SVK,TUN,2008,1
SVK,TUN,2009,1
SVK,TUN,2010,1
SVK,TUN,2011,1
SVK,TUN,2012,1
SVK,TUN,2013,1
SVK,TUN,2014,1
SVK,TUN,2015,1
SVK,TUN,2016,1
SVK,TUN,2017,1
SVK,TUN,2018,1
SVK,TUN,2019,1
SVK,TUN,2020,1
SVK,TUR,2000,1
SVK,TUR,2001,1
SVK,TUR,2002,1
SVK,TUR,2003,1
SVK,TUR,2004,1
SVK,TUR,2005,1
SVK,TUR,2006,1
SVK,TUR,2007,1
SVK,TUR,2008,1
SVK,TUR,2009,1
SVK,TUR,2010,1
SVK,TUR,2011,1
SVK,TUR,2012,1
SVK,TUR,2013,1
SVK,TUR,2014,1
SVK,TUR,2015,1
SVK,TUR,2016,1
SVK,TUR,2017,1
SVK,TUR,2018,1
SVK,TUR,2019,1
SVK,TUR,2020,1
SVK,UKR,2000,0
SVK,UKR,2001,0
SVK,UKR,2002,0
SVK,UKR,2003,0
SVK,UKR,2004,0
SVK,UKR,2005,0
SVK,UKR,2006,0
SVK,UKR,2007,0
SVK,UKR,2008,0
SVK,UKR,2009,0
SVK,UKR,2010,0
SVK,UKR,2011,0
SVK,UKR,2012,0
SVK,UKR,2013,0
SVK,UKR,2014,1
SVK,UKR,2015,1
SVK,UKR,2016,1
SVK,UKR,2017,1
SVK,UKR,2018,1
SVK,UKR,2019,1
SVK,UKR,2020,1
SVK,USA,2000,0
SVK,USA,2001,0
SVK,USA,2002,0
SVK,USA,2003,0
SVK,USA,2004,0
SVK,USA,2005,0
SVK,USA,2006,0
SVK,USA,2007,0
SVK,USA,2008,0
SVK,USA,2009,0
SVK,USA,2010,0
SVK,USA,2011,0
SVK,USA,2012,0
SVK,USA,2013,0
SVK,USA,2014,0
SVK,USA,2015,0
SVK,USA,2016,0
SVK,USA,2017,0
SVK,USA,2018,0
SVK,USA,2019,0
SVK,USA,2020,0
SVK,VNM,2000,0
SVK,VNM,2001,0
SVK,VNM,2002,0
SVK,VNM,2003,0
SVK,VNM,2004,0
SVK,VNM,2005,0
SVK,VNM,2006,0
SVK,VNM,2007,0
SVK,VNM,2008,0
SVK,VNM,2009,0
SVK,VNM,2010,0
SVK,VNM,2011,0
SVK,VNM,2012,0
SVK,VNM,2013,0
SVK,VNM,2014,0
SVK,VNM,2015,0
SVK,VNM,2016,0
SVK,VNM,2017,0
SVK,VNM,2018,0
SVK,VNM,2019,0
SVK,VNM,2020,1
SVK,ZAF,2000,0
SVK,ZAF,2001,0
SVK,ZAF,2002,0
SVK,ZAF,2003,0
SVK,ZAF,2004,1
SVK,ZAF,2005,1
SVK,ZAF,2006,1
SVK,ZAF,2007,1
SVK,ZAF,2008,1
SVK,ZAF,2009,1
SVK,ZAF,2010,1
SVK,ZAF,2011,1
SVK,ZAF,2012,1
SVK,ZAF,2013,1
SVK,ZAF,2014,1
SVK,ZAF,2015,1
SVK,ZAF,2016,1
SVK,ZAF,2017,1
SVK,ZAF,2018,1
SVK,ZAF,2019,1
SVK,ZAF,2020,1
SVN,ARG,2000,0
SVN,ARG,2001,0
SVN,ARG,2002,0
SVN,ARG,2003,0
SVN,ARG,2004,0
SVN,ARG,2005,0
SVN,ARG,2006,0
SVN,ARG,2007,0
SVN,ARG,2008,0
SVN,ARG,2009,0
SVN,ARG,2010,0
SVN,ARG,2011,0
SVN,ARG,2012,0
SVN,ARG,2013,0
SVN,ARG,2014,0
SVN,ARG,2015,0
SVN,ARG,2016,0
SVN,ARG,2017,0
SVN,ARG,2018,0
SVN,ARG,2019,0
SVN,ARG,2020,0
SVN,AUS,2000,0
SVN,AUS,2001,0
SVN,AUS,2002,0
SVN,AUS,2003,0
SVN,AUS,2004,0
SVN,AUS,2005,0
SVN,AUS,2006,0
SVN,AUS,2007,0
SVN,AUS,2008,0
SVN,AUS,2009,0
SVN,AUS,2010,0
SVN,AUS,2011,0
SVN,AUS,2012,0
SVN,AUS,2013,0
SVN,AUS,2014,0
SVN,AUS,2015,0
SVN,AUS,2016,0
SVN,AUS,2017,0
SVN,AUS,2018,0
SVN,AUS,2019,0
SVN,AUS,2020,0
SVN,AUT,2000,1
SVN,AUT,2001,1
SVN,AUT,2002,1
SVN,AUT,2003,1
SVN,AUT,2004,1
SVN,AUT,2005,1
SVN,AUT,2006,1
SVN,AUT,2007,1
SVN,AUT,2008,1
SVN,AUT,2009,1
SVN,AUT,2010,1
SVN,AUT,2011,1
SVN,AUT,2012,1
SVN,AUT,2013,1
SVN,AUT,2014,1
SVN,AUT,2015,1
SVN,AUT,2016,1
SVN,AUT,2017,1
SVN,AUT,2018,1
SVN,AUT,2019,1
SVN,AUT,2020,1
SVN,BEL,2000,1
SVN,BEL,2001,1
SVN,BEL,2002,1
SVN,BEL,2003,1
SVN,BEL,2004,1
SVN,BEL,2005,1
SVN,BEL,2006,1
SVN,BEL,2007,1
SVN,BEL,2008,1
SVN,BEL,2009,1
SVN,BEL,2010,1
SVN,BEL,2011,1
SVN,BEL,2012,1
SVN,BEL,2013,1
SVN,BEL,2014,1
SVN,BEL,2015,1
SVN,BEL,2016,1
SVN,BEL,2017,1
SVN,BEL,2018,1
SVN,BEL,2019,1
SVN,BEL,2020,1
SVN,BGD,2000,0
SVN,BGD,2001,0
SVN,BGD,2002,0
SVN,BGD,2003,0
SVN,BGD,2004,0
SVN,BGD,2005,0
SVN,BGD,2006,0
SVN,BGD,2007,0
SVN,BGD,2008,0
SVN,BGD,2009,0
SVN,BGD,2010,0
SVN,BGD,2011,0
SVN,BGD,2012,0
SVN,BGD,2013,0
SVN,BGD,2014,0
SVN,BGD,2015,0
SVN,BGD,2016,0
SVN,BGD,2017,0
SVN,BGD,2018,0
SVN,BGD,2019,0
SVN,BGD,2020,0
SVN,BGR,2000,1
SVN,BGR,2001,1
SVN,BGR,2002,1
SVN,BGR,2003,1
SVN,BGR,2004,1
SVN,BGR,2005,1
SVN,BGR,2006,1
SVN,BGR,2007,1
SVN,BGR,2008,1
SVN,BGR,2009,1
SVN,BGR,2010,1
SVN,BGR,2011,1
SVN,BGR,2012,1
SVN,BGR,2013,1
SVN,BGR,2014,1
SVN,BGR,2015,1
SVN,BGR,2016,1
SVN,BGR,2017,1
SVN,BGR,2018,1
SVN,BGR,2019,1
SVN,BGR,2020,1
SVN,BLR,2000,0
SVN,BLR,2001,0
SVN,BLR,2002,0
SVN,BLR,2003,0
SVN,BLR,2004,0
SVN,BLR,2005,0
SVN,BLR,2006,0
SVN,BLR,2007,0
SVN,BLR,2008,0
SVN,BLR,2009,0
SVN,BLR,2010,0
SVN,BLR,2011,0
SVN,BLR,2012,0
SVN,BLR,2013,0
SVN,BLR,2014,0
SVN,BLR,2015,0
SVN,BLR,2016,0
SVN,BLR,2017,0
SVN,BLR,2018,0
SVN,BLR,2019,0
SVN,BLR,2020,0
SVN,BRA,2000,0
SVN,BRA,2001,0
SVN,BRA,2002,0
SVN,BRA,2003,0
SVN,BRA,2004,0
SVN,BRA,2005,0
SVN,BRA,2006,0
SVN,BRA,2007,0
SVN,BRA,2008,0
SVN,BRA,2009,0
SVN,BRA,2010,0
SVN,BRA,2011,0
SVN,BRA,2012,0
SVN,BRA,2013,0
SVN,BRA,2014,0
SVN,BRA,2015,0
SVN,BRA,2016,0
SVN,BRA,2017,0
SVN,BRA,2018,0
SVN,BRA,2019,0
SVN,BRA,2020,0
SVN,BRN,2000,0
SVN,BRN,2001,0
SVN,BRN,2002,0
SVN,BRN,2003,0
SVN,BRN,2004,0
SVN,BRN,2005,0
SVN,BRN,2006,0
SVN,BRN,2007,0
SVN,BRN,2008,0
SVN,BRN,2009,0
SVN,BRN,2010,0
SVN,BRN,2011,0
SVN,BRN,2012,0
SVN,BRN,2013,0
SVN,BRN,2014,0
SVN,BRN,2015,0
SVN,BRN,2016,0
SVN,BRN,2017,0
SVN,BRN,2018,0
SVN,BRN,2019,0
SVN,BRN,2020,0
SVN,CAN,2000,0
SVN,CAN,2001,0
SVN,CAN,2002,0
SVN,CAN,2003,0
SVN,CAN,2004,0
SVN,CAN,2005,0
SVN,CAN,2006,0
SVN,CAN,2007,0
SVN,CAN,2008,0
SVN,CAN,2009,0
SVN,CAN,2010,0
SVN,CAN,2011,0
SVN,CAN,2012,0
SVN,CAN,2013,0
SVN,CAN,2014,0
SVN,CAN,2015,0
SVN,CAN,2016,0
SVN,CAN,2017,1
SVN,CAN,2018,1
SVN,CAN,2019,1
SVN,CAN,2020,1
SVN,CHE,2000,1
SVN,CHE,2001,1
SVN,CHE,2002,1
SVN,CHE,2003,1
SVN,CHE,2004,1
SVN,CHE,2005,1
SVN,CHE,2006,1
SVN,CHE,2007,1
SVN,CHE,2008,1
SVN,CHE,2009,1
SVN,CHE,2010,1
SVN,CHE,2011,1
SVN,CHE,2012,1
SVN,CHE,2013,1
SVN,CHE,2014,1
SVN,CHE,2015,1
SVN,CHE,2016,1
SVN,CHE,2017,1
SVN,CHE,2018,1
SVN,CHE,2019,1
SVN,CHE,2020,1
SVN,CHL,2000,0
SVN,CHL,2001,0
SVN,CHL,2002,0
SVN,CHL,2003,0
SVN,CHL,2004,1
SVN,CHL,2005,1
SVN,CHL,2006,1
SVN,CHL,2007,1
SVN,CHL,2008,1
SVN,CHL,2009,1
SVN,CHL,2010,1
SVN,CHL,2011,1
SVN,CHL,2012,1
SVN,CHL,2013,1
SVN,CHL,2014,1
SVN,CHL,2015,1
SVN,CHL,2016,1
SVN,CHL,2017,1
SVN,CHL,2018,1
SVN,CHL,2019,1
SVN,CHL,2020,1
SVN,CHN,2000,0
SVN,CHN,2001,0
SVN,CHN,2002,0
SVN,CHN,2003,0
SVN,CHN,2004,0
SVN,CHN,2005,0
SVN,CHN,2006,0
SVN,CHN,2007,0
SVN,CHN,2008,0
SVN,CHN,2009,0
SVN,CHN,2010,0
SVN,CHN,2011,0
SVN,CHN,2012,0
SVN,CHN,2013,0
SVN,CHN,2014,0
SVN,CHN,2015,0
SVN,CHN,2016,0
SVN,CHN,2017,0
SVN,CHN,2018,0
SVN,CHN,2019,0
SVN,CHN,2020,0
SVN,CIV,2000,0
SVN,CIV,2001,0
SVN,CIV,2002,0
SVN,CIV,2003,0
SVN,CIV,2004,0
SVN,CIV,2005,0
SVN,CIV,2006,0
SVN,CIV,2007,0
SVN,CIV,2008,0
SVN,CIV,2009,0
SVN,CIV,2010,0
SVN,CIV,2011,0
SVN,CIV,2012,0
SVN,CIV,2013,0
SVN,CIV,2014,0
SVN,CIV,2015,0
SVN,CIV,2016,1
SVN,CIV,2017,1
SVN,CIV,2018,1
SVN,CIV,2019,1
SVN,CIV,2020,1
SVN,CMR,2000,0
SVN,CMR,2001,0
SVN,CMR,2002,0
SVN,CMR,2003,0
SVN,CMR,2004,0
SVN,CMR,2005,0
SVN,CMR,2006,0
SVN,CMR,2007,0
SVN,CMR,2008,0
SVN,CMR,2009,0
SVN,CMR,2010,0
SVN,CMR,2011,0
SVN,CMR,2012,0
SVN,CMR,2013,0
SVN,CMR,2014,1
SVN,CMR,2015,1
SVN,CMR,2016,1
SVN,CMR,2017,1
SVN,CMR,2018,1
SVN,CMR,2019,1
SVN,CMR,2020,1
SVN,COL,2000,0
SVN,COL,2001,0
SVN,COL,2002,0
SVN,COL,2003,0
SVN,COL,2004,0
SVN,COL,2005,0
SVN,COL,2006,0
SVN,COL,2007,0
SVN,COL,2008,0
SVN,COL,2009,0
SVN,COL,2010,0
SVN,COL,2011,0
SVN,COL,2012,0
SVN,COL,2013,1
SVN,COL,2014,1
SVN,COL,2015,1
SVN,COL,2016,1
SVN,COL,2017,1
SVN,COL,2018,1
SVN,COL,2019,1
SVN,COL,2020,1
SVN,CRI,2000,0
SVN,CRI,2001,0
SVN,CRI,2002,0
SVN,CRI,2003,0
SVN,CRI,2004,0
SVN,CRI,2005,0
SVN,CRI,2006,0
SVN,CRI,2007,0
SVN,CRI,2008,0
SVN,CRI,2009,0
SVN,CRI,2010,0
SVN,CRI,2011,0
SVN,CRI,2012,0
SVN,CRI,2013,1
SVN,CRI,2014,1
SVN,CRI,2015,1
SVN,CRI,2016,1
SVN,CRI,2017,1
SVN,CRI,2018,1
SVN,CRI,2019,1
SVN,CRI,2020,1
SVN,CYP,2000,0
SVN,CYP,2001,0
SVN,CYP,2002,0
SVN,CYP,2003,0
SVN,CYP,2004,1
SVN,CYP,2005,1
SVN,CYP,2006,1
SVN,CYP,2007,1
SVN,CYP,2008,1
SVN,CYP,2009,1
SVN,CYP,2010,1
SVN,CYP,2011,1
SVN,CYP,2012,1
SVN,CYP,2013,1
SVN,CYP,2014,1
SVN,CYP,2015,1
SVN,CYP,2016,1
SVN,CYP,2017,1
SVN,CYP,2018,1
SVN,CYP,2019,1
SVN,CYP,2020,1
SVN,CZE,2000,1
SVN,CZE,2001,1
SVN,CZE,2002,1
SVN,CZE,2003,1
SVN,CZE,2004,1
SVN,CZE,2005,1
SVN,CZE,2006,1
SVN,CZE,2007,1
SVN,CZE,2008,1
SVN,CZE,2009,1
SVN,CZE,2010,1
