iso_o,iso_d,contig,comlang_off,colony,comcol,dist,log_dist
BLR,AUT,0,0,0,0,998.225,6.905978701803032
BLR,BEL,0,0,0,0,1601.903,7.378947576481763
BLR,BGD,0,0,0,0,6142.225,8.722942333348357
BLR,BGR,0,0,0,0,1282.432,7.156513554196743
BLR,BRA,0,0,0,0,11135.23,9.317869235068624
BLR,BRN,0,0,0,0,9407.524,9.149265073620331
BLR,CAN,0,0,0,0,7158.217,8.876016206597109
BLR,CHE,0,0,0,0,1609.652,7.383773285546609
BLR,CHL,0,0,0,0,13471.03,9.508296732702249
BLR,CHN,0,0,0,0,6480.601,8.776568531959171
BLR,CIV,0,0,0,0,6106.147,8.717051247685674
BLR,CMR,0,0,0,0,5752.091,8.657318719859884
BLR,COL,0,0,0,0,10417.04,9.2511982058542
BLR,CRI,0,0,0,0,10486.5,9.25784399462015
BLR,CYP,0,0,0,0,2130.692,7.664202088569645
BLR,CZE,0,0,0,0,986.366,6.894027482480728
BLR,DEU,0,0,0,0,1405.056,7.247832438624797
BLR,DNK,0,0,0,0,977.0479,6.8845356784765865
BLR,EGY,0,0,0,0,2666.144,7.888388512783353
BLR,ESP,0,0,0,0,2762.7,7.923963741395431
BLR,EST,0,0,0,1,641.8873,6.464412743108764
BLR,FIN,0,0,0,0,715.4365,6.572892845931584
BLR,FRA,0,0,0,0,1823.709,7.508627618432817
BLR,GBR,0,0,0,0,1873.072,7.535335142708989
BLR,GRC,0,0,0,0,1787.387,7.488510055786681
BLR,HKG,0,0,0,0,7819.103,8.964325121077781
BLR,HRV,0,0,0,0,1217.08,7.104209826242005
BLR,HUN,0,0,0,0,923.2194,6.827866909397865
BLR,IDN,0,0,0,0,9869.426,9.197196974708032
BLR,IND,0,0,0,0,4876.771,8.492238599512282
BLR,IRL,0,0,0,0,2209.153,7.70036446313116
BLR,ISL,0,0,0,0,2965.109,7.994669072982082
BLR,ISR,0,0,0,0,2490.736,7.82033352811222
BLR,ITA,0,0,0,0,1732.921,7.457563702986992
BLR,JOR,0,0,0,0,2528.375,7.8353320828732596
BLR,JPN,0,0,0,0,8145.003,9.005159889360202
