iso_o,iso_d,TIME_PERIOD,OBS_VALUE
NZL,ESP,2018,0.229
NZL,ESP,2019,0.192
NZL,ESP,2020,0.191
PAK,ESP,2000,0.375
PAK,ESP,2001,0.381
PAK,ESP,2002,0.512
PAK,ESP,2003,0.733
PAK,ESP,2004,0.739
PAK,ESP,2005,0.692
PAK,ESP,2006,0.78
PAK,ESP,2007,0.807
PAK,ESP,2008,0.679
PAK,ESP,2009,0.662
PAK,ESP,2010,0.582
PAK,ESP,2011,0.557
PAK,ESP,2012,0.415
PAK,ESP,2013,0.451
PAK,ESP,2014,0.522
PAK,ESP,2015,0.505
PAK,ESP,2016,0.571
PAK,ESP,2017,0.608
PAK,ESP,2018,0.626
PAK,ESP,2019,0.644
PAK,ESP,2020,0.641
PER,ESP,2000,0.241
PER,ESP,2001,0.257
PER,ESP,2002,0.321
PER,ESP,2003,0.42
PER,ESP,2004,0.556
PER,ESP,2005,0.768
PER,ESP,2006,1.077
PER,ESP,2007,1.242
PER,ESP,2008,1.505
PER,ESP,2009,1.018
PER,ESP,2010,1.266
PER,ESP,2011,1.651
PER,ESP,2012,1.569
PER,ESP,2013,1.388
PER,ESP,2014,1.305
PER,ESP,2015,1.019
PER,ESP,2016,1.252
PER,ESP,2017,1.388
PER,ESP,2018,1.373
PER,ESP,2019,1.042
PER,ESP,2020,0.797
PHL,ESP,2000,0.155
PHL,ESP,2001,0.149
PHL,ESP,2002,0.167
PHL,ESP,2003,0.276
PHL,ESP,2004,0.254
PHL,ESP,2005,0.269
PHL,ESP,2006,0.322
PHL,ESP,2007,0.403
PHL,ESP,2008,0.347
PHL,ESP,2009,0.248
PHL,ESP,2010,0.288
PHL,ESP,2011,0.203
PHL,ESP,2012,0.137
PHL,ESP,2013,0.174
PHL,ESP,2014,0.191
PHL,ESP,2015,0.195
PHL,ESP,2016,0.22
PHL,ESP,2017,0.343
PHL,ESP,2018,0.393
PHL,ESP,2019,0.345
PHL,ESP,2020,0.255
POL,ESP,2000,1.683
POL,ESP,2001,1.81
POL,ESP,2002,1.839
POL,ESP,2003,2.573
POL,ESP,2004,2.912
POL,ESP,2005,2.89
POL,ESP,2006,3.274
POL,ESP,2007,3.786
POL,ESP,2008,3.385
POL,ESP,2009,3.224
POL,ESP,2010,3.375
POL,ESP,2011,3.14
POL,ESP,2012,2.607
POL,ESP,2013,2.959
POL,ESP,2014,3.466
POL,ESP,2015,3.664
POL,ESP,2016,4.026
POL,ESP,2017,4.133
POL,ESP,2018,4.387
POL,ESP,2019,4.207
POL,ESP,2020,4.064
PRT,ESP,2000,5.542
PRT,ESP,2001,5.411
PRT,ESP,2002,6.095
PRT,ESP,2003,6.689
PRT,ESP,2004,7.99
PRT,ESP,2005,8.704
PRT,ESP,2006,8.918
PRT,ESP,2007,8.56
PRT,ESP,2008,7.787
PRT,ESP,2009,6.234
PRT,ESP,2010,6.894
PRT,ESP,2011,7.274
PRT,ESP,2012,6.228
PRT,ESP,2013,7.064
PRT,ESP,2014,7.071
PRT,ESP,2015,7.381
PRT,ESP,2016,7.288
PRT,ESP,2017,8.059
PRT,ESP,2018,8.201
PRT,ESP,2019,7.133
PRT,ESP,2020,6.082
RUS,ESP,2000,25.932
RUS,ESP,2001,17.955
RUS,ESP,2002,19.094
RUS,ESP,2003,17.927
RUS,ESP,2004,18.978
RUS,ESP,2005,20.131
RUS,ESP,2006,22.202
RUS,ESP,2007,19.804
RUS,ESP,2008,15.849
RUS,ESP,2009,11.767
RUS,ESP,2010,12.556
RUS,ESP,2011,13.285
RUS,ESP,2012,11.059
RUS,ESP,2013,11.226
RUS,ESP,2014,9.285
RUS,ESP,2015,8.471
RUS,ESP,2016,7.37
RUS,ESP,2017,6.838
RUS,ESP,2018,6.344
RUS,ESP,2019,6.497
RUS,ESP,2020,8.506
SAU,ESP,2000,0.971
SAU,ESP,2001,0.817
SAU,ESP,2002,1.151
SAU,ESP,2003,1.764
SAU,ESP,2004,1.693
SAU,ESP,2005,2.801
SAU,ESP,2006,4.32
SAU,ESP,2007,4.415
SAU,ESP,2008,5.364
SAU,ESP,2009,1.613
SAU,ESP,2010,2.274
SAU,ESP,2011,3.594
SAU,ESP,2012,2.535
SAU,ESP,2013,2.52
SAU,ESP,2014,2.949
SAU,ESP,2015,2.156
SAU,ESP,2016,2.692
SAU,ESP,2017,2.677
SAU,ESP,2018,2.925
SAU,ESP,2019,2.6
SAU,ESP,2020,1.892
SEN,ESP,2000,0.047
SEN,ESP,2001,0.047
SEN,ESP,2002,0.043
SEN,ESP,2003,0.054
SEN,ESP,2004,0.071
SEN,ESP,2005,0.075
SEN,ESP,2006,0.07
SEN,ESP,2007,0.08
SEN,ESP,2008,0.101
SEN,ESP,2009,0.072
SEN,ESP,2010,0.086
SEN,ESP,2011,0.123
SEN,ESP,2012,0.112
SEN,ESP,2013,0.118
SEN,ESP,2014,0.167
SEN,ESP,2015,0.149
SEN,ESP,2016,0.151
SEN,ESP,2017,0.158
SEN,ESP,2018,0.191
SEN,ESP,2019,0.209
SEN,ESP,2020,0.181
SGP,ESP,2000,0.438
SGP,ESP,2001,0.422
SGP,ESP,2002,0.402
SGP,ESP,2003,0.465
SGP,ESP,2004,0.467
SGP,ESP,2005,0.337
SGP,ESP,2006,0.523
SGP,ESP,2007,0.38
SGP,ESP,2008,0.382
SGP,ESP,2009,0.384
SGP,ESP,2010,0.466
SGP,ESP,2011,0.538
SGP,ESP,2012,0.404
SGP,ESP,2013,0.43
SGP,ESP,2014,0.535
SGP,ESP,2015,0.328
SGP,ESP,2016,0.213
SGP,ESP,2017,0.235
SGP,ESP,2018,0.294
SGP,ESP,2019,0.483
SGP,ESP,2020,0.204
SVK,ESP,2000,0.376
SVK,ESP,2001,0.404
SVK,ESP,2002,0.457
SVK,ESP,2003,0.501
SVK,ESP,2004,0.507
SVK,ESP,2005,0.622
SVK,ESP,2006,0.961
SVK,ESP,2007,1.039
SVK,ESP,2008,1.055
SVK,ESP,2009,0.877
SVK,ESP,2010,1.217
SVK,ESP,2011,0.882
SVK,ESP,2012,0.735
SVK,ESP,2013,0.804
SVK,ESP,2014,0.874
SVK,ESP,2015,1.003
SVK,ESP,2016,1.039
SVK,ESP,2017,1.038
SVK,ESP,2018,0.997
SVK,ESP,2019,0.784
SVK,ESP,2020,0.628
SVN,ESP,2000,0.136
SVN,ESP,2001,0.149
SVN,ESP,2002,0.158
SVN,ESP,2003,0.171
SVN,ESP,2004,0.19
SVN,ESP,2005,0.223
SVN,ESP,2006,0.246
SVN,ESP,2007,0.34
SVN,ESP,2008,0.245
SVN,ESP,2009,0.162
SVN,ESP,2010,0.196
SVN,ESP,2011,0.191
SVN,ESP,2012,0.158
SVN,ESP,2013,0.174
SVN,ESP,2014,0.177
SVN,ESP,2015,0.213
SVN,ESP,2016,0.212
SVN,ESP,2017,0.26
SVN,ESP,2018,0.262
SVN,ESP,2019,0.252
SVN,ESP,2020,0.194
SWE,ESP,2000,1.51
SWE,ESP,2001,1.412
SWE,ESP,2002,1.541
SWE,ESP,2003,1.611
SWE,ESP,2004,1.836
SWE,ESP,2005,1.8
SWE,ESP,2006,1.886
SWE,ESP,2007,1.973
SWE,ESP,2008,1.567
SWE,ESP,2009,1.05
SWE,ESP,2010,1.053
SWE,ESP,2011,0.928
SWE,ESP,2012,0.819
SWE,ESP,2013,0.747
SWE,ESP,2014,0.775
SWE,ESP,2015,0.779
SWE,ESP,2016,0.779
SWE,ESP,2017,0.825
SWE,ESP,2018,0.968
SWE,ESP,2019,0.888
SWE,ESP,2020,0.688
THA,ESP,2000,1.429
THA,ESP,2001,1.349
THA,ESP,2002,1.371
THA,ESP,2003,1.608
THA,ESP,2004,2.039
THA,ESP,2005,1.972
THA,ESP,2006,2.108
THA,ESP,2007,2.083
THA,ESP,2008,1.998
THA,ESP,2009,1.4
THA,ESP,2010,1.39
THA,ESP,2011,1.318
THA,ESP,2012,0.954
THA,ESP,2013,0.933
THA,ESP,2014,0.988
THA,ESP,2015,1.095
THA,ESP,2016,1.333
THA,ESP,2017,1.265
THA,ESP,2018,1.274
THA,ESP,2019,1.21
THA,ESP,2020,0.822
TUN,ESP,2000,1.017
TUN,ESP,2001,0.876
TUN,ESP,2002,1.014
TUN,ESP,2003,0.708
TUN,ESP,2004,0.994
TUN,ESP,2005,1.095
TUN,ESP,2006,1.098
TUN,ESP,2007,1.142
TUN,ESP,2008,1.339
TUN,ESP,2009,0.673
TUN,ESP,2010,0.678
TUN,ESP,2011,0.747
TUN,ESP,2012,0.805
TUN,ESP,2013,0.724
TUN,ESP,2014,0.495
TUN,ESP,2015,0.73
TUN,ESP,2016,0.463
TUN,ESP,2017,0.488
TUN,ESP,2018,0.828
TUN,ESP,2019,0.807
TUN,ESP,2020,0.837
TUR,ESP,2000,1.909
TUR,ESP,2001,2.698
TUR,ESP,2002,2.996
TUR,ESP,2003,3.199
TUR,ESP,2004,3.671
TUR,ESP,2005,3.977
TUR,ESP,2006,4.823
TUR,ESP,2007,5.216
TUR,ESP,2008,3.899
TUR,ESP,2009,3.264
TUR,ESP,2010,3.015
TUR,ESP,2011,3.189
TUR,ESP,2012,2.677
TUR,ESP,2013,2.526
TUR,ESP,2014,2.841
TUR,ESP,2015,3.201
TUR,ESP,2016,3.272
TUR,ESP,2017,3.891
TUR,ESP,2018,4.892
TUR,ESP,2019,5.655
TUR,ESP,2020,4.728
UKR,ESP,2000,2.949
UKR,ESP,2001,5.356
UKR,ESP,2002,3.806
UKR,ESP,2003,3.354
UKR,ESP,2004,2.675
UKR,ESP,2005,3.622
UKR,ESP,2006,1.999
UKR,ESP,2007,2.254
UKR,ESP,2008,3.394
UKR,ESP,2009,2.232
UKR,ESP,2010,1.709
UKR,ESP,2011,2.882
UKR,ESP,2012,4.783
UKR,ESP,2013,3.31
UKR,ESP,2014,3.802
UKR,ESP,2015,3.522
UKR,ESP,2016,3.638
UKR,ESP,2017,3.894
UKR,ESP,2018,3.751
UKR,ESP,2019,3.868
UKR,ESP,2020,2.754
USA,ESP,2000,9.072
USA,ESP,2001,8.248
USA,ESP,2002,7.791
USA,ESP,2003,8.189
USA,ESP,2004,8.5
USA,ESP,2005,8.086
USA,ESP,2006,8.099
USA,ESP,2007,10.602
USA,ESP,2008,13.393
USA,ESP,2009,8.187
USA,ESP,2010,9.77
USA,ESP,2011,11.543
USA,ESP,2012,8.106
USA,ESP,2013,8.75
USA,ESP,2014,8.607
USA,ESP,2015,7.598
USA,ESP,2016,7.753
USA,ESP,2017,7.907
USA,ESP,2018,8.435
USA,ESP,2019,8.839
USA,ESP,2020,7.213
VNM,ESP,2000,0.862
VNM,ESP,2001,0.879
VNM,ESP,2002,0.914
VNM,ESP,2003,1.051
VNM,ESP,2004,1.361
VNM,ESP,2005,1.576
VNM,ESP,2006,1.82
VNM,ESP,2007,2.182
VNM,ESP,2008,2.33
VNM,ESP,2009,2.146
VNM,ESP,2010,2.081
VNM,ESP,2011,2.448
VNM,ESP,2012,2.005
VNM,ESP,2013,2.051
VNM,ESP,2014,2.22
VNM,ESP,2015,2.72
VNM,ESP,2016,2.398
VNM,ESP,2017,2.39
VNM,ESP,2018,2.514
VNM,ESP,2019,2.744
VNM,ESP,2020,2.306
ZAF,ESP,2000,3.128
ZAF,ESP,2001,3.545
ZAF,ESP,2002,4.288
ZAF,ESP,2003,3.581
ZAF,ESP,2004,4.123
ZAF,ESP,2005,4.254
ZAF,ESP,2006,4.501
ZAF,ESP,2007,4.634
ZAF,ESP,2008,5.516
ZAF,ESP,2009,2.754
ZAF,ESP,2010,2.698
ZAF,ESP,2011,3.03
ZAF,ESP,2012,2.519
ZAF,ESP,2013,2.59
ZAF,ESP,2014,2.287
ZAF,ESP,2015,1.896
ZAF,ESP,2016,1.925
ZAF,ESP,2017,2.066
ZAF,ESP,2018,2.427
ZAF,ESP,2019,2.134
ZAF,ESP,2020,1.515
ARG,EST,2000,0.003
ARG,EST,2001,0.005
ARG,EST,2002,0.013
ARG,EST,2003,0.01
ARG,EST,2004,0.01
ARG,EST,2005,0.007
ARG,EST,2006,0.008
ARG,EST,2007,0.007
ARG,EST,2008,0.006
ARG,EST,2009,0.008
ARG,EST,2010,0.006
ARG,EST,2011,0.008
ARG,EST,2012,0.007
ARG,EST,2013,0.009
ARG,EST,2014,0.008
ARG,EST,2015,0.004
ARG,EST,2016,0.009
ARG,EST,2017,0.004
ARG,EST,2018,0.005
ARG,EST,2019,0.005
ARG,EST,2020,0.004
AUS,EST,2000,0.016
AUS,EST,2001,0.02
AUS,EST,2002,0.007
AUS,EST,2003,0.012
AUS,EST,2004,0.003
AUS,EST,2005,0.003
AUS,EST,2006,0.004
AUS,EST,2007,0.006
AUS,EST,2008,0.01
AUS,EST,2009,0.004
AUS,EST,2010,0.004
AUS,EST,2011,0.04
AUS,EST,2012,0.004
AUS,EST,2013,0.005
AUS,EST,2014,0.005
AUS,EST,2015,0.005
AUS,EST,2016,0.006
AUS,EST,2017,0.006
AUS,EST,2018,0.006
AUS,EST,2019,0.009
AUS,EST,2020,0.008
AUT,EST,2000,0.008
AUT,EST,2001,0.012
AUT,EST,2002,0.013
AUT,EST,2003,0.013
AUT,EST,2004,0.027
AUT,EST,2005,0.034
AUT,EST,2006,0.044
AUT,EST,2007,0.06
AUT,EST,2008,0.051
AUT,EST,2009,0.031
AUT,EST,2010,0.039
AUT,EST,2011,0.056
AUT,EST,2012,0.073
AUT,EST,2013,0.074
AUT,EST,2014,0.071
AUT,EST,2015,0.046
AUT,EST,2016,0.057
AUT,EST,2017,0.075
AUT,EST,2018,0.051
AUT,EST,2019,0.05
AUT,EST,2020,0.058
BEL,EST,2000,0.018
BEL,EST,2001,0.024
BEL,EST,2002,0.031
BEL,EST,2003,0.03
BEL,EST,2004,0.047
BEL,EST,2005,0.053
BEL,EST,2006,0.062
BEL,EST,2007,0.067
BEL,EST,2008,0.069
BEL,EST,2009,0.046
BEL,EST,2010,0.062
BEL,EST,2011,0.084
BEL,EST,2012,0.087
BEL,EST,2013,0.086
BEL,EST,2014,0.096
BEL,EST,2015,0.078
BEL,EST,2016,0.075
BEL,EST,2017,0.076
BEL,EST,2018,0.076
BEL,EST,2019,0.075
BEL,EST,2020,0.064
BGD,EST,2000,0.006
BGD,EST,2001,0.006
BGD,EST,2002,0.003
BGD,EST,2003,0.001
BGD,EST,2004,0.001
BGD,EST,2005,0.001
BGD,EST,2006,0.001
BGD,EST,2007,0.002
BGD,EST,2008,0.001
BGD,EST,2009,0.001
BGD,EST,2010,0.001
BGD,EST,2011,0.002
BGD,EST,2012,0.004
BGD,EST,2013,0.005
BGD,EST,2014,0.005
BGD,EST,2015,0.007
BGD,EST,2016,0.007
BGD,EST,2017,0.007
BGD,EST,2018,0.007
BGD,EST,2019,0.007
BGD,EST,2020,0.008
BGR,EST,2000,0.017
BGR,EST,2001,0.015
BGR,EST,2002,0.015
BGR,EST,2003,0.023
BGR,EST,2004,0.029
BGR,EST,2005,0.023
BGR,EST,2006,0.02
BGR,EST,2007,0.02
BGR,EST,2008,0.018
BGR,EST,2009,0.012
BGR,EST,2010,0.011
BGR,EST,2011,0.013
BGR,EST,2012,0.024
BGR,EST,2013,0.018
BGR,EST,2014,0.015
BGR,EST,2015,0.016
BGR,EST,2016,0.019
BGR,EST,2017,0.021
BGR,EST,2018,0.025
BGR,EST,2019,0.027
BGR,EST,2020,0.017
BLR,EST,2000,0.441
BLR,EST,2001,0.602
BLR,EST,2002,0.517
BLR,EST,2003,0.57
BLR,EST,2004,0.685
BLR,EST,2005,0.415
BLR,EST,2006,0.332
BLR,EST,2007,0.454
BLR,EST,2008,0.712
BLR,EST,2009,0.36
BLR,EST,2010,0.371
BLR,EST,2011,0.428
BLR,EST,2012,0.359
BLR,EST,2013,0.199
BLR,EST,2014,0.147
BLR,EST,2015,0.228
BLR,EST,2016,0.169
BLR,EST,2017,0.242
BLR,EST,2018,0.72
BLR,EST,2019,0.584
BLR,EST,2020,0.422
BRA,EST,2000,0.018
BRA,EST,2001,0.024
BRA,EST,2002,0.052
BRA,EST,2003,0.057
BRA,EST,2004,0.051
BRA,EST,2005,0.048
BRA,EST,2006,0.033
BRA,EST,2007,0.044
BRA,EST,2008,0.057
BRA,EST,2009,0.041
BRA,EST,2010,0.037
BRA,EST,2011,0.033
BRA,EST,2012,0.065
BRA,EST,2013,0.036
BRA,EST,2014,0.036
BRA,EST,2015,0.048
BRA,EST,2016,0.021
BRA,EST,2017,0.054
BRA,EST,2018,0.047
BRA,EST,2019,0.037
BRA,EST,2020,0.035
BRN,EST,2000,0.0
BRN,EST,2001,0.0
BRN,EST,2002,0.0
BRN,EST,2003,0.0
BRN,EST,2004,0.0
BRN,EST,2005,0.0
BRN,EST,2006,0.0
BRN,EST,2007,0.0
BRN,EST,2008,0.0
BRN,EST,2009,0.0
BRN,EST,2010,0.0
BRN,EST,2011,0.0
BRN,EST,2012,0.0
BRN,EST,2013,0.0
BRN,EST,2014,0.0
BRN,EST,2015,0.0
BRN,EST,2016,0.0
BRN,EST,2017,0.0
BRN,EST,2018,0.0
BRN,EST,2019,0.0
BRN,EST,2020,0.0
CAN,EST,2000,0.009
CAN,EST,2001,0.012
CAN,EST,2002,0.009
CAN,EST,2003,0.016
CAN,EST,2004,0.011
CAN,EST,2005,0.018
CAN,EST,2006,0.022
CAN,EST,2007,0.024
CAN,EST,2008,0.02
CAN,EST,2009,0.025
CAN,EST,2010,0.017
CAN,EST,2011,0.046
CAN,EST,2012,0.017
CAN,EST,2013,0.015
CAN,EST,2014,0.017
CAN,EST,2015,0.014
CAN,EST,2016,0.02
CAN,EST,2017,0.026
CAN,EST,2018,0.021
CAN,EST,2019,0.018
CAN,EST,2020,0.016
CHE,EST,2000,0.008
CHE,EST,2001,0.011
CHE,EST,2002,0.011
CHE,EST,2003,0.014
CHE,EST,2004,0.016
CHE,EST,2005,0.015
CHE,EST,2006,0.021
CHE,EST,2007,0.022
CHE,EST,2008,0.024
CHE,EST,2009,0.018
CHE,EST,2010,0.029
CHE,EST,2011,0.028
CHE,EST,2012,0.033
CHE,EST,2013,0.046
CHE,EST,2014,0.03
CHE,EST,2015,0.027
CHE,EST,2016,0.033
CHE,EST,2017,0.03
CHE,EST,2018,0.032
CHE,EST,2019,0.032
CHE,EST,2020,0.028
CHL,EST,2000,0.006
CHL,EST,2001,0.01
CHL,EST,2002,0.014
CHL,EST,2003,0.017
CHL,EST,2004,0.005
CHL,EST,2005,0.007
CHL,EST,2006,0.008
CHL,EST,2007,0.009
CHL,EST,2008,0.01
CHL,EST,2009,0.005
CHL,EST,2010,0.004
CHL,EST,2011,0.006
CHL,EST,2012,0.005
CHL,EST,2013,0.005
CHL,EST,2014,0.003
CHL,EST,2015,0.004
CHL,EST,2016,0.004
CHL,EST,2017,0.004
CHL,EST,2018,0.006
CHL,EST,2019,0.008
CHL,EST,2020,0.006
CHN,EST,2000,0.089
CHN,EST,2001,0.231
CHN,EST,2002,0.273
CHN,EST,2003,0.315
CHN,EST,2004,0.421
CHN,EST,2005,0.655
CHN,EST,2006,0.772
CHN,EST,2007,0.978
CHN,EST,2008,0.892
CHN,EST,2009,0.591
CHN,EST,2010,0.82
CHN,EST,2011,1.136
CHN,EST,2012,1.159
CHN,EST,2013,1.145
CHN,EST,2014,1.156
CHN,EST,2015,0.988
CHN,EST,2016,0.913
CHN,EST,2017,1.027
CHN,EST,2018,1.065
CHN,EST,2019,1.067
CHN,EST,2020,1.225
CIV,EST,2000,0.021
CIV,EST,2001,0.04
CIV,EST,2002,0.058
CIV,EST,2003,0.052
CIV,EST,2004,0.047
CIV,EST,2005,0.037
CIV,EST,2006,0.062
CIV,EST,2007,0.042
CIV,EST,2008,0.03
CIV,EST,2009,0.029
CIV,EST,2010,0.034
CIV,EST,2011,0.031
CIV,EST,2012,0.03
CIV,EST,2013,0.021
CIV,EST,2014,0.021
CIV,EST,2015,0.013
CIV,EST,2016,0.012
CIV,EST,2017,0.011
CIV,EST,2018,0.007
CIV,EST,2019,0.004
CIV,EST,2020,0.006
CMR,EST,2000,0.009
CMR,EST,2001,0.01
CMR,EST,2002,0.01
CMR,EST,2003,0.008
CMR,EST,2004,0.0
CMR,EST,2005,0.0
CMR,EST,2006,0.0
CMR,EST,2007,0.0
CMR,EST,2008,0.0
CMR,EST,2009,0.0
CMR,EST,2010,0.0
CMR,EST,2011,0.001
CMR,EST,2012,0.0
CMR,EST,2013,0.011
CMR,EST,2014,0.01
CMR,EST,2015,0.001
CMR,EST,2016,0.0
CMR,EST,2017,0.002
CMR,EST,2018,0.007
CMR,EST,2019,0.004
CMR,EST,2020,0.002
COL,EST,2000,0.017
COL,EST,2001,0.023
COL,EST,2002,0.023
COL,EST,2003,0.022
COL,EST,2004,0.001
COL,EST,2005,0.002
COL,EST,2006,0.002
COL,EST,2007,0.004
COL,EST,2008,0.01
COL,EST,2009,0.007
COL,EST,2010,0.001
COL,EST,2011,0.002
COL,EST,2012,0.002
COL,EST,2013,0.003
COL,EST,2014,0.003
COL,EST,2015,0.005
COL,EST,2016,0.004
COL,EST,2017,0.001
COL,EST,2018,0.002
COL,EST,2019,0.003
COL,EST,2020,0.003
CRI,EST,2000,0.012
CRI,EST,2001,0.004
CRI,EST,2002,0.004
CRI,EST,2003,0.01
CRI,EST,2004,0.001
CRI,EST,2005,0.001
CRI,EST,2006,0.0
CRI,EST,2007,0.0
CRI,EST,2008,0.001
CRI,EST,2009,0.001
CRI,EST,2010,0.001
CRI,EST,2011,0.001
CRI,EST,2012,0.001
CRI,EST,2013,0.002
CRI,EST,2014,0.003
CRI,EST,2015,0.004
CRI,EST,2016,0.003
CRI,EST,2017,0.003
CRI,EST,2018,0.003
CRI,EST,2019,0.002
CRI,EST,2020,0.002
CYP,EST,2000,0.007
CYP,EST,2001,0.008
CYP,EST,2002,0.01
CYP,EST,2003,0.012
CYP,EST,2004,0.012
CYP,EST,2005,0.02
CYP,EST,2006,0.024
CYP,EST,2007,0.031
CYP,EST,2008,0.042
CYP,EST,2009,0.036
CYP,EST,2010,0.007
CYP,EST,2011,0.008
CYP,EST,2012,0.007
CYP,EST,2013,0.01
CYP,EST,2014,0.012
CYP,EST,2015,0.012
CYP,EST,2016,0.014
CYP,EST,2017,0.012
CYP,EST,2018,0.014
CYP,EST,2019,0.015
CYP,EST,2020,0.023
CZE,EST,2000,0.048
CZE,EST,2001,0.07
CZE,EST,2002,0.054
CZE,EST,2003,0.055
CZE,EST,2004,0.09
CZE,EST,2005,0.083
CZE,EST,2006,0.105
CZE,EST,2007,0.11
CZE,EST,2008,0.106
CZE,EST,2009,0.067
CZE,EST,2010,0.078
CZE,EST,2011,0.107
CZE,EST,2012,0.101
CZE,EST,2013,0.097
CZE,EST,2014,0.1
CZE,EST,2015,0.085
CZE,EST,2016,0.085
CZE,EST,2017,0.102
CZE,EST,2018,0.109
CZE,EST,2019,0.11
CZE,EST,2020,0.11
DEU,EST,2000,0.109
DEU,EST,2001,0.128
DEU,EST,2002,0.166
DEU,EST,2003,0.204
DEU,EST,2004,0.333
DEU,EST,2005,0.394
DEU,EST,2006,0.509
DEU,EST,2007,0.596
DEU,EST,2008,0.595
DEU,EST,2009,0.329
DEU,EST,2010,0.482
DEU,EST,2011,0.574
DEU,EST,2012,0.586
DEU,EST,2013,0.532
DEU,EST,2014,0.554
DEU,EST,2015,0.462
DEU,EST,2016,0.477
DEU,EST,2017,0.512
DEU,EST,2018,0.502
DEU,EST,2019,0.469
DEU,EST,2020,0.435
DNK,EST,2000,0.049
DNK,EST,2001,0.051
DNK,EST,2002,0.06
DNK,EST,2003,0.073
DNK,EST,2004,0.077
DNK,EST,2005,0.122
DNK,EST,2006,0.142
DNK,EST,2007,0.159
DNK,EST,2008,0.128
DNK,EST,2009,0.075
DNK,EST,2010,0.078
DNK,EST,2011,0.095
DNK,EST,2012,0.095
DNK,EST,2013,0.091
DNK,EST,2014,0.084
DNK,EST,2015,0.077
DNK,EST,2016,0.084
DNK,EST,2017,0.087
DNK,EST,2018,0.101
DNK,EST,2019,0.107
DNK,EST,2020,0.112
EGY,EST,2000,0.009
EGY,EST,2001,0.009
EGY,EST,2002,0.016
EGY,EST,2003,0.009
EGY,EST,2004,0.033
EGY,EST,2005,0.024
EGY,EST,2006,0.018
EGY,EST,2007,0.028
EGY,EST,2008,0.03
EGY,EST,2009,0.015
EGY,EST,2010,0.008
EGY,EST,2011,0.008
EGY,EST,2012,0.009
EGY,EST,2013,0.009
EGY,EST,2014,0.008
EGY,EST,2015,0.005
EGY,EST,2016,0.007
EGY,EST,2017,0.015
EGY,EST,2018,0.019
EGY,EST,2019,0.018
EGY,EST,2020,0.009
ESP,EST,2000,0.025
ESP,EST,2001,0.033
ESP,EST,2002,0.035
ESP,EST,2003,0.044
ESP,EST,2004,0.057
ESP,EST,2005,0.08
ESP,EST,2006,0.079
ESP,EST,2007,0.081
ESP,EST,2008,0.095
ESP,EST,2009,0.059
ESP,EST,2010,0.049
ESP,EST,2011,0.065
ESP,EST,2012,0.07
ESP,EST,2013,0.072
ESP,EST,2014,0.076
ESP,EST,2015,0.089
ESP,EST,2016,0.1
ESP,EST,2017,0.106
ESP,EST,2018,0.115
ESP,EST,2019,0.114
ESP,EST,2020,0.1
FIN,EST,2000,0.43
FIN,EST,2001,0.375
FIN,EST,2002,0.448
FIN,EST,2003,0.517
FIN,EST,2004,0.751
FIN,EST,2005,0.768
FIN,EST,2006,0.89
FIN,EST,2007,0.899
FIN,EST,2008,0.819
FIN,EST,2009,0.603
FIN,EST,2010,0.727
FIN,EST,2011,0.774
FIN,EST,2012,0.775
FIN,EST,2013,0.762
FIN,EST,2014,0.718
FIN,EST,2015,0.579
FIN,EST,2016,0.622
FIN,EST,2017,0.649
FIN,EST,2018,0.694
FIN,EST,2019,0.633
FIN,EST,2020,0.634
FRA,EST,2000,0.023
FRA,EST,2001,0.031
FRA,EST,2002,0.052
FRA,EST,2003,0.057
FRA,EST,2004,0.074
FRA,EST,2005,0.081
FRA,EST,2006,0.098
FRA,EST,2007,0.121
FRA,EST,2008,0.105
FRA,EST,2009,0.08
FRA,EST,2010,0.067
FRA,EST,2011,0.082
FRA,EST,2012,0.088
FRA,EST,2013,0.108
FRA,EST,2014,0.107
FRA,EST,2015,0.094
FRA,EST,2016,0.105
FRA,EST,2017,0.119
FRA,EST,2018,0.124
FRA,EST,2019,0.115
FRA,EST,2020,0.104
GBR,EST,2000,0.024
GBR,EST,2001,0.033
GBR,EST,2002,0.045
GBR,EST,2003,0.051
GBR,EST,2004,0.075
GBR,EST,2005,0.095
GBR,EST,2006,0.11
GBR,EST,2007,0.142
GBR,EST,2008,0.115
GBR,EST,2009,0.065
GBR,EST,2010,0.073
GBR,EST,2011,0.118
GBR,EST,2012,0.131
GBR,EST,2013,0.142
GBR,EST,2014,0.113
GBR,EST,2015,0.101
GBR,EST,2016,0.092
GBR,EST,2017,0.111
GBR,EST,2018,0.11
GBR,EST,2019,0.099
GBR,EST,2020,0.076
GRC,EST,2000,0.006
GRC,EST,2001,0.006
GRC,EST,2002,0.009
GRC,EST,2003,0.008
GRC,EST,2004,0.01
GRC,EST,2005,0.011
GRC,EST,2006,0.013
GRC,EST,2007,0.017
GRC,EST,2008,0.012
GRC,EST,2009,0.008
GRC,EST,2010,0.007
GRC,EST,2011,0.008
GRC,EST,2012,0.008
GRC,EST,2013,0.011
GRC,EST,2014,0.016
GRC,EST,2015,0.016
GRC,EST,2016,0.017
GRC,EST,2017,0.018
GRC,EST,2018,0.025
GRC,EST,2019,0.047
GRC,EST,2020,0.021
HKG,EST,2000,0.017
HKG,EST,2001,0.01
HKG,EST,2002,0.012
HKG,EST,2003,0.01
HKG,EST,2004,0.015
HKG,EST,2005,0.017
